season_year,ENSO,PDO,AO,NAO,ENSO_lead0,ENSO_lead1,ENSO_lead2,PDO_lead0,PDO_lead1,PDO_lead2,AO_lead0,AO_lead1,AO_lead2,NAO_lead0,NAO_lead1,NAO_lead2
1940,-0.6566666666666667,1.685,,,-0.6566666666666667,-0.9800000000000004,,1.685,1.82,,,,,,,
1941,2.164444444444444,2.736666666666667,,,2.164444444444444,1.4422222222222219,2.081111111111112,2.736666666666667,2.3000000000000003,1.8366666666666667,,,,,,
1942,0.8977777777777778,2.216666666666667,,,0.8977777777777778,1.1755555555555552,0.9477777777777782,2.216666666666667,2.0666666666666664,1.6199999999999999,,,,,,
1943,-1.0022222222222223,-1.0833333333333333,,,-1.0022222222222223,-0.5577777777777779,-0.8522222222222217,-1.0833333333333333,-0.8933333333333334,-0.27666666666666667,,,,,,
1944,0.23111111111111113,1.27,,,0.23111111111111113,0.10888888888888874,-0.41888888888888864,1.27,1.1266666666666667,0.10666666666666669,,,,,,
1945,-0.568888888888889,-0.30333333333333334,,,-0.568888888888889,-0.3911111111111116,-0.15222222222222173,-0.30333333333333334,-0.46,-0.93,,,,,,
1946,-0.6355555555555558,-0.8066666666666666,,,-0.6355555555555558,-0.05777777777777793,0.18111111111111158,-0.8066666666666666,-1.4766666666666666,-1.25,,,,,,
1947,0.06444444444444415,-0.5299999999999999,,,0.06444444444444415,0.34222222222222154,0.41444444444444467,-0.5299999999999999,-1.21,-1.57,,,,,,
1948,-0.13555555555555573,0.12666666666666668,,,-0.13555555555555573,-0.2577777777777784,-0.5188888888888888,0.12666666666666668,0.4366666666666667,0.8099999999999999,,,,,,
1949,-0.1022222222222225,-2.6133333333333333,,,-0.1022222222222225,-0.12444444444444495,-0.45222222222222186,-2.6133333333333333,-1.8633333333333333,-1.5033333333333332,,,,,,
1950,-2.2355555555555555,-1.57,0.2835,0.66,-2.2355555555555555,-1.357777777777778,-1.0188888888888883,-1.57,-1.2066666666666668,-1.4333333333333333,0.2835,-0.06,,0.66,0.92,
1951,-2.035555555555556,-1.2566666666666666,-0.8043333333333332,-0.08000000000000003,-2.035555555555556,-2.257777777777778,-2.2188888888888885,-1.2566666666666666,-1.2333333333333334,-1.4766666666666666,-0.8043333333333332,-0.8426666666666667,-0.9406666666666667,-0.08000000000000003,-0.7333333333333334,-0.47666666666666674
1952,0.5977777777777776,-1.6633333333333333,0.2026666666666667,0.4733333333333334,0.5977777777777776,0.7088888888888887,0.914444444444445,-1.6633333333333333,-1.3166666666666667,-0.6166666666666667,0.2026666666666667,0.762,0.5683333333333334,0.4733333333333334,0.62,0.9333333333333335
1953,0.5644444444444444,-0.48333333333333334,-1.0373333333333334,-0.19666666666666666,0.5644444444444444,0.008888888888888799,-0.3522222222222216,-0.48333333333333334,-0.5066666666666667,-0.7566666666666667,-1.0373333333333334,-1.5846666666666664,-1.385,-0.19666666666666666,-0.41,-0.7633333333333333
1954,-0.20222222222222244,-0.7533333333333333,0.08199999999999999,0.21333333333333335,-0.20222222222222244,-0.19111111111111137,0.414444444444445,-0.7533333333333333,-0.6066666666666666,-0.7233333333333333,0.08199999999999999,0.2603333333333333,0.24499999999999997,0.21333333333333335,0.31333333333333335,0.63
1955,-0.8022222222222221,-0.25,-0.7173333333333334,-0.7566666666666668,-0.8022222222222221,0.3088888888888886,-0.2522222222222223,-0.25,0.36999999999999994,0.4533333333333333,-0.7173333333333334,-0.31266666666666665,0.246,-0.7566666666666668,-0.25,0.5633333333333334
1956,-1.2688888888888892,-2.2466666666666666,-1.2256666666666665,-0.39000000000000007,-1.2688888888888892,-0.9911111111111118,-0.8522222222222219,-2.2466666666666666,-2.3633333333333333,-2.7266666666666666,-1.2256666666666665,-0.9966666666666667,-0.5623333333333334,-0.39000000000000007,-0.4466666666666667,-0.8633333333333333
1957,-0.8022222222222224,-1.3833333333333335,0.18333333333333326,0.4200000000000001,-0.8022222222222224,-0.7244444444444452,-1.0188888888888892,-1.3833333333333335,-1.6733333333333331,-1.79,0.18333333333333326,0.6656666666666666,0.35800000000000004,0.4200000000000001,0.5533333333333333,0.49666666666666665
1958,0.7977777777777776,0.7433333333333333,-0.9460000000000001,-0.49333333333333335,0.7977777777777776,1.0088888888888887,0.6477777777777783,0.7433333333333333,0.9433333333333334,1.24,-0.9460000000000001,-0.6633333333333332,0.11700000000000003,-0.49333333333333335,0.10333333333333332,0.7233333333333333
1959,0.7311111111111108,0.8433333333333333,-0.38533333333333336,-0.29666666666666663,0.7311111111111108,0.17555555555555516,-0.018888888888888584,0.8433333333333333,0.82,0.5666666666666667,-0.38533333333333336,-1.2369999999999999,-0.30933333333333335,-0.29666666666666663,0.023333333333333317,0.36666666666666664
1960,-0.5355555555555558,0.6233333333333334,-1.5793333333333333,-0.9133333333333334,-0.5355555555555558,-0.8911111111111115,-0.9188888888888886,0.6233333333333334,0.8799999999999999,1.1199999999999999,-1.5793333333333333,-1.3123333333333334,-0.5673333333333334,-0.9133333333333334,-0.1466666666666667,0.58
1961,-0.035555555555555486,0.6033333333333334,-0.4093333333333333,0.30666666666666664,-0.035555555555555486,0.04222222222222172,-0.15222222222222234,0.6033333333333334,0.18333333333333335,-0.22666666666666668,-0.4093333333333333,-0.8006666666666667,-0.6943333333333334,0.30666666666666664,-0.013333333333333345,-0.7266666666666667
1962,-0.568888888888889,-1.2,-0.12699999999999997,-0.10666666666666665,-0.568888888888889,-0.6577777777777785,-0.25222222222222196,-1.2,-1.3866666666666667,-1.6466666666666665,-0.12699999999999997,-0.010999999999999973,-0.49166666666666664,-0.10666666666666665,-0.49666666666666676,-0.5299999999999999
1963,0.09777777777777767,0.013333333333333327,-1.9143333333333334,-1.4666666666666668,0.09777777777777767,-0.5577777777777783,-0.6522222222222224,0.013333333333333327,-0.16333333333333333,-0.79,-1.9143333333333334,-1.7113333333333334,-0.613,-1.4666666666666668,-1.2233333333333334,-0.38000000000000006
1964,0.8311111111111108,0.3333333333333333,-0.45599999999999996,-1.4333333333333333,0.8311111111111108,1.2088888888888887,1.5477777777777784,0.3333333333333333,0.09666666666666668,0.09666666666666668,-0.45599999999999996,-0.40399999999999997,-0.17600000000000002,-1.4333333333333333,-1.38,-0.75
1965,-0.43555555555555586,-0.7266666666666666,-1.1253333333333335,-0.6066666666666667,-0.43555555555555586,-0.42444444444444507,-0.7188888888888888,-0.7266666666666666,-0.75,-0.6466666666666666,-1.1253333333333335,-0.5453333333333333,-0.08266666666666665,-0.6066666666666667,-0.09333333333333334,0.19333333333333333
1966,-0.035555555555555785,-0.2833333333333334,-1.5023333333333335,-0.5866666666666666,-0.035555555555555785,0.5088888888888885,0.7811111111111115,-0.2833333333333334,0.016666666666666646,0.34,-1.5023333333333335,-1.47,-0.2613333333333333,-0.5866666666666666,-0.6766666666666666,0.030000000000000027
1967,-0.9022222222222226,-0.2333333333333333,-0.2656666666666667,0.006666666666666654,-0.9022222222222226,-0.4911111111111115,0.24777777777777832,-0.2333333333333333,-0.38666666666666666,-0.5066666666666667,-0.2656666666666667,-0.622,-0.789,0.006666666666666654,-0.07000000000000002,-3.700743415417188e-17
1968,-1.3022222222222226,-0.5066666666666667,-0.9700000000000001,-0.5366666666666667,-1.3022222222222226,-0.7244444444444449,0.14777777777777837,-0.5066666666666667,-0.32333333333333336,-0.12666666666666668,-0.9700000000000001,-0.14066666666666663,0.4286666666666667,-0.5366666666666667,0.09333333333333332,0.07333333333333335
1969,-0.5022222222222226,-0.7399999999999999,-2.288,-1.26,-0.5022222222222226,-0.024444444444444713,0.34777777777777824,-0.7399999999999999,-0.3233333333333333,-0.14666666666666664,-2.288,-1.9776666666666667,-1.3263333333333331,-1.26,-1.0533333333333335,-1.5433333333333332
1970,0.4644444444444442,1.0666666666666667,-1.8643333333333334,-0.38000000000000006,0.4644444444444442,0.40888888888888825,0.1477777777777781,1.0666666666666667,0.9233333333333333,0.8866666666666666,-1.8643333333333334,-1.314,-0.47733333333333333,-0.38000000000000006,-0.9133333333333334,-0.19333333333333333
1971,-1.8022222222222224,-1.2333333333333334,-0.49466666666666664,-0.6966666666666667,-1.8022222222222224,-1.4911111111111115,-1.8855555555555554,-1.2333333333333334,-1.0566666666666666,-1.01,-0.49466666666666664,-0.061333333333333344,0.025666666666666654,-0.6966666666666667,-0.9766666666666666,-0.9066666666666666
1972,-1.4022222222222227,-1.9466666666666665,0.26499999999999996,0.39666666666666667,-1.4022222222222227,-1.0244444444444447,-1.1522222222222218,-1.9466666666666665,-1.7233333333333334,-1.1333333333333335,0.26499999999999996,0.4696666666666667,0.8093333333333333,0.39666666666666667,0.2233333333333333,0.32666666666666666
1973,1.431111111111111,-0.3566666666666667,1.0853333333333335,0.36000000000000004,1.431111111111111,1.242222222222222,1.647777777777778,-0.3566666666666667,-0.18999999999999997,-0.21333333333333335,1.0853333333333335,0.6966666666666667,0.4166666666666667,0.36000000000000004,0.25666666666666665,0.6066666666666667
1974,-1.9688888888888891,-1.0433333333333332,-0.146,0.5066666666666667,-1.9688888888888891,-2.224444444444445,-1.5855555555555554,-1.0433333333333332,-1.0566666666666666,-1.2233333333333334,-0.146,0.017666666666666674,0.052666666666666674,0.5066666666666667,0.24333333333333332,-0.6166666666666667
1975,-0.5022222222222222,-0.4366666666666667,0.7816666666666667,0.48666666666666664,-0.5022222222222222,-0.9244444444444447,-1.2188888888888887,-0.4366666666666667,0.07666666666666666,0.35666666666666663,0.7816666666666667,0.572,-0.301,0.48666666666666664,0.5133333333333333,0.48333333333333334
1976,-1.6355555555555557,-1.1933333333333334,0.9933333333333333,0.22666666666666668,-1.6355555555555557,-1.4577777777777783,-1.5522222222222217,-1.1933333333333334,-1.4333333333333333,-1.6033333333333335,0.9933333333333333,0.6476666666666667,0.6823333333333333,0.22666666666666668,0.05333333333333332,-0.043333333333333356
1977,-0.968888888888889,1.3166666666666667,-2.6169999999999995,-1.0433333333333332,-0.968888888888889,-0.9244444444444447,-0.9522222222222219,1.3166666666666667,1.2566666666666666,1.2166666666666668,-2.6169999999999995,-1.976,-0.9883333333333333,-1.0433333333333332,-0.8233333333333334,-0.5033333333333333
1978,1.4311111111111108,0.4333333333333333,-1.2003333333333333,-0.8466666666666667,1.4311111111111108,1.1088888888888881,1.1144444444444448,0.4333333333333333,0.023333333333333317,-0.45,-1.2003333333333333,0.006000000000000005,0.11866666666666666,-0.8466666666666667,-0.1366666666666667,-0.18333333333333335
1979,-0.20222222222222216,-0.7266666666666667,-1.3033333333333335,-1.2066666666666668,-0.20222222222222216,-0.15777777777777816,0.04777777777777784,-0.7266666666666667,-0.3,-0.15,-1.3033333333333335,-0.24766666666666662,0.795,-1.2066666666666668,0.030000000000000027,1.133333333333333
1980,-0.068888888888889,0.2333333333333333,-0.5683333333333334,0.09999999999999999,-0.068888888888889,0.17555555555555516,0.5144444444444446,0.2333333333333333,0.2333333333333333,0.58,-0.5683333333333334,-0.09866666666666661,0.1756666666666666,0.09999999999999999,0.26,0.41
1981,-0.7688888888888892,0.9066666666666666,-0.16833333333333333,0.6900000000000001,-0.7688888888888892,-0.4911111111111118,0.014444444444444334,0.9066666666666666,0.73,0.6666666666666666,-0.16833333333333333,-0.5113333333333333,-0.6463333333333333,0.6900000000000001,0.26,-0.4533333333333333
1982,-0.035555555555555785,0.17,-0.375,0.07999999999999996,-0.035555555555555785,-0.2577777777777781,-0.018888888888888584,0.17,0.41333333333333333,0.3466666666666667,-0.375,-0.7623333333333333,-0.8569999999999999,0.07999999999999996,-0.43,-0.5833333333333334
1983,2.831111111111112,0.51,0.17333333333333334,0.9466666666666667,2.831111111111112,2.408888888888889,1.9477777777777783,0.51,-0.013333333333333308,-0.09666666666666664,0.17333333333333334,0.9956666666666667,0.4723333333333333,0.9466666666666667,1.656666666666667,0.88
1984,-0.0022222222222225696,1.4566666666666668,0.26266666666666666,0.89,-0.0022222222222225696,0.7755555555555548,0.5477777777777778,1.4566666666666668,1.4433333333333334,1.1966666666666665,0.26266666666666666,0.13433333333333333,0.289,0.89,0.3233333333333333,-0.013333333333333327
1985,-0.968888888888889,0.61,-1.2666666666666666,-0.7000000000000001,-0.968888888888889,-0.357777777777778,-0.4522222222222216,0.61,0.63,0.48333333333333334,-1.2666666666666666,-1.1086666666666667,-0.26333333333333336,-0.7000000000000001,-0.5566666666666668,-0.043333333333333335
1986,-0.568888888888889,0.9466666666666667,-1.8066666666666666,0.11000000000000003,-0.568888888888889,-0.7577777777777781,-0.11888888888888882,0.9466666666666667,0.24,-0.06,-1.8066666666666666,-1.2446666666666666,-0.7103333333333334,0.11000000000000003,0.22,0.15
1987,1.0977777777777773,1.5466666666666666,-0.8536666666666667,-0.29666666666666663,1.0977777777777773,1.0422222222222217,0.9477777777777782,1.5466666666666666,1.6199999999999999,1.4633333333333332,-0.8536666666666667,-0.05399999999999997,0.8036666666666666,-0.29666666666666663,0.71,1.61
1988,0.4644444444444442,0.5466666666666666,-0.445,0.7000000000000001,0.4644444444444442,0.5088888888888885,0.28111111111111126,0.5466666666666666,0.7000000000000001,0.85,-0.445,-0.26833333333333337,-0.3833333333333333,0.7000000000000001,0.5066666666666667,0.21333333333333335
1989,-0.7355555555555556,-0.9433333333333334,2.688,1.26,-0.7355555555555556,-1.2244444444444447,-1.352222222222222,-0.9433333333333334,-0.48,-0.18666666666666668,2.688,1.5833333333333333,0.5586666666666668,1.26,0.48,-0.27
1990,1.6311111111111112,-0.6,1.253,0.43333333333333335,1.6311111111111112,0.5088888888888885,0.1477777777777781,-0.6,-0.4266666666666667,-0.4566666666666667,1.253,0.1303333333333333,0.127,0.43333333333333335,0.01666666666666672,-0.34
1991,-0.13555555555555573,-1.7033333333333334,0.37466666666666665,0.7066666666666667,-0.13555555555555573,0.04222222222222172,0.2144444444444448,-1.7033333333333334,-1.9666666666666668,-1.7533333333333332,0.37466666666666665,0.8403333333333333,0.8193333333333334,0.7066666666666667,0.27999999999999997,0.07
1992,1.7977777777777775,0.013333333333333345,1.095,0.46666666666666673,1.7977777777777775,1.9088888888888882,0.8811111111111112,0.013333333333333345,0.14333333333333334,0.25333333333333335,1.095,0.816,0.5486666666666666,0.46666666666666673,0.27,0.25
1993,-0.13555555555555573,0.02333333333333333,1.7686666666666666,0.8566666666666668,-0.13555555555555573,0.20888888888888837,0.31444444444444447,0.02333333333333333,0.45333333333333337,0.9733333333333333,1.7686666666666666,1.9463333333333335,0.6593333333333333,0.8566666666666668,1.0866666666666667,-0.03333333333333336
1994,-0.23555555555555566,0.6166666666666667,-0.418,1.02,-0.23555555555555566,-0.09111111111111143,0.31444444444444475,0.6166666666666667,0.8833333333333333,1.0366666666666666,-0.418,0.20333333333333337,0.11100000000000003,1.02,1.72,1.1366666666666667
1995,1.0644444444444445,-1.02,0.723,1.3633333333333333,1.0644444444444445,1.0422222222222224,1.3144444444444454,-1.02,-1.67,-1.7366666666666666,0.723,0.8396666666666667,0.949,1.3633333333333333,1.1966666666666668,0.5633333333333334
1996,-0.5022222222222222,0.82,-1.0546666666666666,-0.62,-0.5022222222222222,-0.32444444444444454,-0.18555555555555525,0.82,0.5,0.37666666666666665,-1.0546666666666666,-1.3499999999999999,-0.9249999999999999,-0.62,-1.0566666666666666,-0.9533333333333333
1997,-1.0688888888888892,0.2333333333333333,-0.09633333333333338,-0.06666666666666665,-1.0688888888888892,-0.5577777777777783,-1.1188888888888888,0.2333333333333333,0.26333333333333336,0.25,-0.09633333333333338,-0.6806666666666666,-0.4673333333333334,-0.06666666666666665,-0.82,-0.7666666666666666
1998,1.8977777777777771,1.1866666666666668,-0.7783333333333333,-0.22666666666666666,1.8977777777777771,1.6088888888888884,2.114444444444445,1.1866666666666668,1.1733333333333333,1.4166666666666667,-0.7783333333333333,-0.9376666666666665,-0.47733333333333333,-0.22666666666666666,-0.49,-1.1866666666666668
1999,-1.3022222222222222,-0.9766666666666667,0.6483333333333333,0.6433333333333333,-1.3022222222222222,-1.6244444444444446,-1.4188888888888886,-0.9766666666666667,-0.9466666666666667,-1.43,0.6483333333333333,0.004666666666666638,0.06599999999999999,0.6433333333333333,0.4533333333333333,0.10000000000000002
2000,-0.3355555555555559,-1.8,1.1296666666666668,1.3033333333333335,-0.3355555555555559,-0.5577777777777783,-0.7188888888888885,-1.8,-2.1,-2.2133333333333334,1.1296666666666668,0.9746666666666667,0.5493333333333333,1.3033333333333335,0.9533333333333333,0.82
2001,-1.768888888888889,0.15666666666666665,-1.3116666666666668,0.040000000000000015,-1.768888888888889,-1.457777777777778,-2.1855555555555553,0.15666666666666665,-0.18666666666666668,-0.8833333333333334,-1.3116666666666668,-1.6313333333333333,-1.2060000000000002,0.040000000000000015,-0.4166666666666667,-0.19333333333333333
2002,0.1977777777777776,-1.0166666666666666,0.4543333333333333,0.23666666666666672,0.1977777777777776,0.10888888888888874,-0.3522222222222216,-1.0166666666666666,-0.93,-1.4266666666666667,0.4543333333333333,0.29266666666666663,0.06799999999999991,0.23666666666666672,0.08000000000000002,-0.14666666666666664
2003,0.5644444444444442,1.4166666666666667,-0.6453333333333333,-0.05333333333333331,0.5644444444444442,0.9422222222222221,0.7811111111111115,1.4166666666666667,1.3666666666666665,0.8166666666666668,-0.6453333333333333,-1.163,-1.502,-0.05333333333333331,-0.31999999999999995,-1.133333333333333
2004,-0.3022222222222224,-0.45333333333333337,-0.983,0.07,-0.3022222222222224,0.042222222222222015,-0.41888888888888803,-0.45333333333333337,-0.45999999999999996,-0.02999999999999999,-0.983,-0.25966666666666666,0.079,0.07,0.4033333333333333,0.08
2005,0.5644444444444442,-0.26666666666666666,0.10499999999999998,0.89,0.5644444444444442,-0.05777777777777852,0.181111111111111,-0.26666666666666666,-0.6699999999999999,-0.86,0.10499999999999998,0.7546666666666666,0.4643333333333333,0.89,1.1533333333333333,0.27999999999999997
2006,-0.3688888888888888,0.2733333333333334,-0.81,0.10666666666666669,-0.3688888888888888,-0.7577777777777778,-0.3855555555555548,0.2733333333333334,-0.4833333333333332,-1.3299999999999998,-0.81,-0.682,-0.6153333333333334,0.10666666666666669,0.17333333333333334,-0.5766666666666667
2007,0.5311111111111106,-0.6066666666666666,1.003,0.36333333333333334,0.5311111111111106,0.7422222222222219,1.4477777777777783,-0.6066666666666666,-0.64,-0.5633333333333334,1.003,1.6123333333333332,0.5913333333333334,0.36333333333333334,0.6666666666666666,-0.1533333333333334
2008,-1.768888888888889,-1.2766666666666666,0.8593333333333333,0.6533333333333333,-1.768888888888889,-1.4911111111111115,-1.152222222222222,-1.2766666666666666,-1.2766666666666666,-1.5533333333333335,0.8593333333333333,0.37366666666666665,0.2283333333333333,0.6533333333333333,0.6033333333333334,0.4566666666666666
2009,-1.068888888888889,-1.6333333333333335,0.25866666666666666,-0.07666666666666667,-1.068888888888889,-0.7911111111111117,-0.48555555555555535,-1.6333333333333335,-1.57,-1.5999999999999999,0.25866666666666666,0.5133333333333333,0.8053333333333333,-0.07666666666666667,-0.20333333333333334,-0.21333333333333335
2010,0.23111111111111113,-0.07,-3.422,-1.6733333333333331,0.23111111111111113,-0.09111111111111114,0.3811111111111118,-0.07,-0.4666666666666666,-0.5266666666666667,-3.422,-1.8470000000000002,-1.498,-1.6733333333333331,-1.02,-0.9933333333333333
2011,-1.9688888888888891,-1.7666666666666666,-0.9129999999999999,-0.6766666666666667,-1.9688888888888891,-1.4911111111111115,-1.4522222222222216,-1.7666666666666666,-1.8033333333333335,-1.7366666666666666,-0.9129999999999999,-1.5633333333333332,-1.158,-0.6766666666666667,-1.4500000000000002,-1.4666666666666668
2012,-0.9022222222222224,-1.8666666666666665,0.655,1.37,-0.9022222222222224,-1.124444444444445,-1.0522222222222217,-1.8666666666666665,-2.4,-2.4233333333333333,0.655,1.1533333333333333,1.4933333333333334,1.37,1.6833333333333336,1.4233333333333336
2013,-0.068888888888889,-1.2766666666666666,-1.122,0.023333333333333334,-0.068888888888889,-0.05777777777777793,0.24777777777777862,-1.2766666666666666,-1.0233333333333334,-1.0633333333333332,-1.122,-0.8233333333333334,-1.1246666666666667,0.023333333333333334,-0.01999999999999998,-0.8233333333333334
2014,-0.7355555555555556,-0.6766666666666666,0.18333333333333338,0.86,-0.7355555555555556,-0.8577777777777781,-0.3188888888888887,-0.6766666666666666,-0.9,-1.26,0.18333333333333338,0.8450000000000001,1.2556666666666667,0.86,0.7133333333333334,0.18999999999999997
2015,0.29777777777777753,1.6300000000000001,0.8493333333333334,1.656666666666667,0.29777777777777753,0.3088888888888886,0.6477777777777781,1.6300000000000001,1.5733333333333335,1.5466666666666669,0.8493333333333334,0.325,-0.417,1.656666666666667,1.4433333333333334,0.42333333333333334
2016,1.6311111111111105,0.7766666666666667,-0.009666666666666705,1.3133333333333335,1.6311111111111105,1.2422222222222217,1.0811111111111116,0.7766666666666667,0.4033333333333333,0.4333333333333333,-0.009666666666666705,0.6466666666666666,1.0463333333333333,1.3133333333333335,1.366666666666667,1.4733333333333334
2017,-0.3688888888888891,0.17666666666666667,1.0226666666666666,0.6533333333333333,-0.3688888888888891,-0.4911111111111112,-0.3855555555555548,0.17666666666666667,0.5033333333333333,0.38000000000000006,1.0226666666666666,0.7056666666666667,-0.24733333333333332,0.6533333333333333,0.26666666666666666,0.24333333333333332
2018,-0.6022222222222225,0.08666666666666667,-0.07566666666666667,1.3,-0.6022222222222225,-1.1577777777777782,-0.9855555555555551,0.08666666666666667,-0.08333333333333333,-0.4366666666666667,-0.07566666666666667,-0.13933333333333334,0.18433333333333332,1.3,0.7733333333333333,0.3566666666666667
2019,0.3644444444444443,-0.42333333333333334,0.18200000000000002,0.49666666666666665,0.3644444444444443,-0.19111111111111137,-0.15222222222222173,-0.42333333333333334,-0.4166666666666667,-0.49666666666666665,0.18200000000000002,-0.5730000000000001,-0.19766666666666668,0.49666666666666665,0.3633333333333333,0.47666666666666674
2020,0.6977777777777779,-0.9633333333333333,2.0826666666666664,1.2666666666666666,0.6977777777777779,0.7755555555555551,0.8144444444444447,-0.9633333333333333,-0.64,-0.47000000000000003,2.0826666666666664,0.5459999999999999,-0.28766666666666674,1.2666666666666666,0.9400000000000001,0.023333333333333355
2021,-1.2688888888888892,-0.8966666666666666,-1.8036666666666665,-0.42333333333333334,-1.2688888888888892,-0.6244444444444449,-0.5188888888888886,-0.8966666666666666,-1.06,-1.0633333333333335,-1.8036666666666665,-0.7113333333333335,0.0926666666666666,-0.42333333333333334,0.37666666666666665,0.53
2022,-0.3355555555555556,-2.34,0.8633333333333333,1.0166666666666666,-0.3355555555555556,-0.5577777777777779,-0.8522222222222219,-2.34,-2.6199999999999997,-2.8633333333333333,0.8633333333333333,0.37966666666666665,0.04833333333333334,1.0166666666666666,0.39666666666666667,-0.7266666666666667
2023,-1.3355555555555558,-1.7,-0.5976666666666666,0.6733333333333333,-1.3355555555555558,-0.9244444444444451,-1.1855555555555553,-1.7,-1.9533333333333334,-2.143333333333333,-0.5976666666666666,-1.018,-0.3446666666666666,0.6733333333333333,0.5966666666666667,-0.060000000000000005
2024,0.49777777777777743,-1.5200000000000002,0.068,1.08,0.49777777777777743,0.475555555555555,1.347777777777778,-1.5200000000000002,-1.6733333333333331,-1.8933333333333333,0.068,-0.15566666666666665,-0.22366666666666668,1.08,0.61,-0.13666666666666663
2025,-1.0933333333333337,-2.03,-0.335,1.21,-1.0933333333333337,0.40000000000000036,-0.16333333333333222,-2.03,-3.13,-3.8,-0.335,-0.037,0.525,1.21,-0.23,-0.38
